number,time,thscode,open,high,low,close,volume,amount,turnoverRatio
442,2024-03-25,000852.SH,5581.3513,5611.6938,5466.0615,5466.0615,204705382.0,224613418949.0,2.1224
441,2024-03-26,000852.SH,5454.6534,5495.6326,5381.853,5447.7484,183180684.0,197261354306.0,1.8987
440,2024-03-27,000852.SH,5435.9712,5436.6516,5266.2306,5266.2306,179173504.0,183978555512.0,1.8571
439,2024-03-28,000852.SH,5262.2197,5430.7667,5262.2197,5382.2363,178598735.0,187597295821.0,1.8512
438,2024-03-29,000852.SH,5383.7447,5441.2603,5345.8717,5441.2603,168653431.0,177336825496.0,1.7478
437,2024-04-01,000852.SH,5461.5872,5559.868,5461.5872,5559.0557,191025707.0,202413394133.0,1.9791
436,2024-04-02,000852.SH,5556.5173,5556.5173,5490.8237,5531.0522,196097459.0,201831299210.0,2.0316
435,2024-04-03,000852.SH,5518.9108,5525.0342,5457.6141,5500.9264,186291066.0,191730116468.0,1.93
434,2024-04-08,000852.SH,5487.6318,5492.3968,5399.9148,5399.9148,186573359.0,186731192201.0,1.933
433,2024-04-09,000852.SH,5392.9944,5468.9109,5384.0298,5468.9109,159201159.0,160292707954.0,1.6492
432,2024-04-10,000852.SH,5456.9716,5456.9716,5325.9115,5367.0518,167459493.0,164477827457.0,1.7343
431,2024-04-11,000852.SH,5330.6849,5441.5022,5322.8394,5379.9153,165143700.0,162747758510.0,1.7103
430,2024-04-12,000852.SH,5379.1697,5408.52,5330.5417,5338.7692,157174522.0,155385863393.0,1.6275
429,2024-04-15,000852.SH,5320.8088,5364.5941,5205.7129,5287.5115,201711028.0,188383366156.0,2.0837
428,2024-04-16,000852.SH,5255.2068,5283.8317,5063.9396,5066.6599,207171940.0,188123371675.0,2.1401
427,2024-04-17,000852.SH,5109.0824,5287.4563,5109.0824,5287.4563,190079395.0,181206086977.0,1.9635
426,2024-04-18,000852.SH,5276.4712,5345.4363,5233.899,5286.7192,188225058.0,187626267250.0,1.9443
425,2024-04-19,000852.SH,5257.0096,5312.1512,5224.3187,5264.3891,178870211.0,176532930689.0,1.8474
424,2024-04-22,000852.SH,5231.5643,5300.7929,5187.5225,5246.0818,167762229.0,165970259920.0,1.7337
423,2024-04-23,000852.SH,5234.4341,5260.2937,5194.2624,5218.4277,156851394.0,154949436775.0,1.6192
422,2024-04-24,000852.SH,5219.257,5305.6068,5200.5977,5305.6068,162666749.0,165940790841.0,1.6792
421,2024-04-25,000852.SH,5285.137,5357.4405,5273.5534,5313.986,157831248.0,164090144071.0,1.6289
420,2024-04-26,000852.SH,5303.1506,5420.3651,5303.1506,5415.9379,210886927.0,219583789154.0,2.1758
419,2024-04-29,000852.SH,5422.4108,5550.2143,5422.4108,5545.2346,241439744.0,247411968960.0,2.4871
418,2024-04-30,000852.SH,5530.9435,5542.193,5482.9876,5497.4303,204909743.0,205851328016.0,2.1107
417,2024-05-06,000852.SH,5558.924,5611.2659,5558.924,5606.8416,205174028.0,213462084934.0,2.113
416,2024-05-07,000852.SH,5604.2707,5631.9534,5593.0078,5625.3358,185622540.0,197355483310.0,1.9116
415,2024-05-08,000852.SH,5605.5922,5605.5922,5529.9139,5536.6589,175730988.0,186180909950.0,1.8094
414,2024-05-09,000852.SH,5533.5126,5638.6402,5533.5126,5626.8251,172678261.0,186969311191.0,1.7778
413,2024-05-10,000852.SH,5632.759,5641.9219,5549.61,5574.232,188377044.0,190161522865.0,1.9377
412,2024-05-13,000852.SH,5537.928,5556.7082,5479.9458,5520.8038,180308639.0,183109444690.0,1.8625
411,2024-05-14,000852.SH,5524.4342,5574.2511,5524.2626,5551.6751,169585067.0,171272800584.0,1.7515
410,2024-05-15,000852.SH,5541.8093,5551.2631,5491.5225,5497.2349,163304598.0,157739697587.0,1.6866
409,2024-05-16,000852.SH,5508.9498,5539.919,5474.2808,5488.946,169798002.0,163725528728.0,1.7532
408,2024-05-17,000852.SH,5489.416,5564.063,5478.2973,5563.231,182873081.0,174923884707.0,1.8872
407,2024-05-20,000852.SH,5563.6536,5612.346,5548.9032,5596.7772,197476441.0,194649563348.0,2.036
406,2024-05-21,000852.SH,5586.0088,5586.0088,5517.3899,5536.7447,172959880.0,164385097292.0,1.7832
405,2024-05-22,000852.SH,5532.8433,5553.6965,5508.7584,5539.6597,168002993.0,159617620664.0,1.732
404,2024-05-23,000852.SH,5521.1799,5521.1799,5402.0043,5412.8237,175806710.0,165079443511.0,1.8124
403,2024-05-24,000852.SH,5401.5831,5436.813,5350.1058,5350.1073,151050114.0,144589510290.0,1.5571
402,2024-05-27,000852.SH,5358.0761,5404.6158,5295.0884,5404.6158,151409114.0,145062270806.0,1.5604
401,2024-05-28,000852.SH,5390.4047,5414.9779,5343.8295,5348.0293,148458050.0,142242447962.0,1.53
400,2024-05-29,000852.SH,5336.6965,5386.7827,5324.6872,5351.2524,142698663.0,131551463739.0,1.4705
399,2024-05-30,000852.SH,5334.7966,5371.8072,5311.4387,5334.2958,141323171.0,133560052962.0,1.4563
398,2024-05-31,000852.SH,5334.0987,5381.7158,5334.0987,5355.2099,136735137.0,133719611673.0,1.4085
397,2024-06-03,000852.SH,5350.6426,5351.2515,5246.1694,5284.6236,163388152.0,156847760735.0,1.6823
396,2024-06-04,000852.SH,5267.3615,5319.7088,5229.6763,5313.708,145127777.0,138133314033.0,1.4941
395,2024-06-05,000852.SH,5294.3007,5330.8042,5244.0851,5244.0851,132143504.0,129081217483.0,1.3601
394,2024-06-06,000852.SH,5249.9501,5275.8857,5113.2138,5130.8693,169793255.0,159189463760.0,1.7473
393,2024-06-07,000852.SH,5159.1727,5189.9954,5096.0841,5153.5867,130320202.0,127151511672.0,1.3408
392,2024-06-11,000852.SH,5132.2178,5208.1793,5086.8597,5198.923,128533904.0,130922333475.0,1.3223
391,2024-06-12,000852.SH,5188.3579,5231.4693,5186.6066,5216.4621,121650752.0,125294312044.0,1.2514
390,2024-06-13,000852.SH,5214.4115,5219.7083,5170.1659,5180.2357,131172507.0,138017519920.0,1.348
389,2024-06-14,000852.SH,5164.8721,5190.7119,5138.3578,5180.6513,139132978.0,147939037919.0,1.4282
388,2024-06-17,000852.SH,5158.9795,5211.3895,5151.2767,5183.9678,124616372.0,140185484942.0,1.3186
387,2024-06-18,000852.SH,5183.2707,5237.8185,5177.2766,5227.2542,135460663.0,139816865554.0,1.4329
386,2024-06-19,000852.SH,5230.4878,5241.9668,5159.9945,5159.9945,125806229.0,137697257826.0,1.3307
385,2024-06-20,000852.SH,5150.7955,5174.8747,5052.885,5056.1383,141500845.0,145161795220.0,1.4964
384,2024-06-21,000852.SH,5040.6287,5090.5697,5014.4787,5055.3329,111201689.0,113314006073.0,1.1758
383,2024-06-24,000852.SH,5025.5174,5029.731,4884.4974,4887.777,128915163.0,133643136633.0,1.3623
382,2024-06-25,000852.SH,4885.8901,4907.9552,4814.6803,4847.6106,112593300.0,116321034875.0,1.1887
381,2024-06-26,000852.SH,4842.0037,4988.3083,4812.0995,4986.3839,138027529.0,125780748746.0,1.457
380,2024-06-27,000852.SH,4964.6591,4969.0893,4862.634,4864.0855,121642911.0,114644913464.0,1.2838
379,2024-06-28,000852.SH,4855.3505,4968.2726,4851.8354,4895.9869,134567796.0,129940344767.0,1.42
378,2024-07-01,000852.SH,4894.5592,4954.1752,4839.7453,4940.2471,129219325.0,123312519185.0,1.362
377,2024-07-02,000852.SH,4940.7002,4951.1972,4886.7022,4905.6497,118827986.0,116969050568.0,1.2525
376,2024-07-03,000852.SH,4900.6672,4906.5099,4857.7752,4867.1326,102300301.0,103816042643.0,1.0778
375,2024-07-04,000852.SH,4868.546,4883.7366,4745.9085,4761.868,121202257.0,107066707375.0,1.2766
374,2024-07-05,000852.SH,4753.7335,4828.8428,4711.8681,4810.7939,110602467.0,100918951124.0,1.1646
373,2024-07-08,000852.SH,4801.4891,4801.4891,4679.2848,4693.9648,123548775.0,109218205976.0,1.2996
372,2024-07-09,000852.SH,4689.2748,4810.3222,4645.197,4797.0634,148511187.0,139660896310.0,1.5619
371,2024-07-10,000852.SH,4783.1695,4829.2084,4768.1249,4777.6817,138401543.0,133173779703.0,1.4549
370,2024-07-11,000852.SH,4846.1054,4896.1464,4821.4135,4893.5942,153190469.0,152871133831.0,1.61
369,2024-07-12,000852.SH,4884.4134,4897.169,4858.3033,4878.0195,130854179.0,126357791679.0,1.3747
368,2024-07-15,000852.SH,4869.0042,4869.0042,4815.407,4827.6023,126413017.0,116891290149.0,1.3278
367,2024-07-16,000852.SH,4815.7386,4845.3491,4786.2143,4836.7184,120891502.0,119708973121.0,1.2698
366,2024-07-17,000852.SH,4834.4409,4842.7213,4786.3476,4795.6236,120425116.0,121445754616.0,1.2648
365,2024-07-18,000852.SH,4763.3035,4822.6187,4714.6011,4812.4263,121727781.0,126287644105.0,1.2783
364,2024-07-19,000852.SH,4788.7709,4854.7069,4778.7137,4821.4227,112647955.0,120485073178.0,1.1829
363,2024-07-22,000852.SH,4822.6393,4848.307,4798.1172,4826.8713,110732121.0,117656274045.0,1.1608
362,2024-07-23,000852.SH,4825.745,4825.745,4694.9525,4694.9525,120495201.0,121481765802.0,1.2632
361,2024-07-24,000852.SH,4682.0615,4713.074,4625.4217,4631.0111,121091980.0,118860085095.0,1.2693
360,2024-07-25,000852.SH,4602.6331,4678.6585,4587.7073,4632.5667,108530458.0,105862951893.0,1.1376
359,2024-07-26,000852.SH,4638.3121,4710.5694,4638.3121,4702.08,110691033.0,108478164451.0,1.16
358,2024-07-29,000852.SH,4707.2785,4707.2785,4670.7997,4685.6457,109319605.0,108822856000.0,1.1453
357,2024-07-30,000852.SH,4674.9244,4716.2143,4637.4095,4702.4914,112315594.0,112127735536.0,1.1767
356,2024-07-31,000852.SH,4698.7342,4889.7717,4690.0,4889.0807,173761942.0,168965970522.0,1.8205
355,2024-08-01,000852.SH,4894.8088,4933.0606,4850.6329,4878.289,146421421.0,150211396563.0,1.534
354,2024-08-02,000852.SH,4844.7776,4902.9414,4802.0222,4809.8891,137989767.0,141716564225.0,1.4456
353,2024-08-05,000852.SH,4776.1816,4854.5904,4678.7393,4678.7753,152847485.0,147489789943.0,1.6003
352,2024-08-06,000852.SH,4731.1959,4766.2733,4695.637,4749.9466,127097641.0,119128621768.0,1.3307
351,2024-08-07,000852.SH,4741.6513,4772.2059,4715.5287,4743.41,112619284.0,108823999546.0,1.1843
350,2024-08-08,000852.SH,4728.3303,4776.4878,4677.4254,4739.4933,126746572.0,118155007292.0,1.3329
349,2024-08-09,000852.SH,4760.1272,4789.169,4702.7453,4702.7453,115665338.0,101903629130.0,1.2159
348,2024-08-12,000852.SH,4696.3641,4707.2164,4657.3299,4674.1017,107665245.0,93579528557.0,1.1316
347,2024-08-13,000852.SH,4671.2003,4698.3417,4642.6689,4697.5858,100207248.0,89086385468.0,1.0532
346,2024-08-14,000852.SH,4698.0028,4698.1483,4649.2784,4649.2784,99911373.0,88773228422.0,1.0501
345,2024-08-15,000852.SH,4639.0844,4743.728,4620.5554,4691.8503,129900650.0,111783008443.0,1.365
344,2024-08-16,000852.SH,4696.7179,4703.027,4654.4599,4655.6509,122612541.0,108413620564.0,1.288
343,2024-08-19,000852.SH,4651.2971,4714.0588,4644.6008,4663.6121,119942244.0,104904645646.0,1.2595
342,2024-08-20,000852.SH,4663.7757,4665.6342,4563.8552,4579.3041,129979655.0,107871967950.0,1.3648
341,2024-08-21,000852.SH,4564.3783,4590.2004,4543.8807,4548.2644,108164315.0,92275965567.0,1.1358
340,2024-08-22,000852.SH,4549.2996,4562.9769,4484.559,4491.8392,113469330.0,97994054398.0,1.1914
339,2024-08-23,000852.SH,4482.6543,4510.5977,4462.7595,4495.3439,110254720.0,94849186101.0,1.1572
338,2024-08-26,000852.SH,4492.7057,4531.1733,4476.243,4512.893,112271843.0,97519324794.0,1.1869
337,2024-08-27,000852.SH,4500.735,4501.0835,4449.2147,4459.6801,113939520.0,100126840569.0,1.2044
336,2024-08-28,000852.SH,4449.7112,4506.3125,4437.5175,4470.5501,107903177.0,92367714621.0,1.1406
335,2024-08-29,000852.SH,4453.4313,4558.9472,4443.9026,4542.4637,129788753.0,118136327342.0,1.3719
334,2024-08-30,000852.SH,4539.9291,4691.0146,4534.0438,4629.3195,177838616.0,163027974058.0,1.8798
333,2024-09-02,000852.SH,4627.1819,4635.765,4529.8343,4532.5145,155927274.0,139933704119.0,1.648
332,2024-09-03,000852.SH,4529.9411,4598.6317,4529.9411,4572.397,128952462.0,116579546737.0,1.3629
331,2024-09-04,000852.SH,4542.9049,4594.4387,4529.3384,4550.7697,122871657.0,113470304818.0,1.2986
330,2024-09-05,000852.SH,4554.5184,4614.7524,4554.5184,4586.7813,121209194.0,108293303464.0,1.281
329,2024-09-06,000852.SH,4588.9276,4595.6966,4506.3869,4508.2281,127217733.0,115580272235.0,1.3445
328,2024-09-09,000852.SH,4490.9896,4523.3656,4459.1258,4475.5315,113284927.0,100227926911.0,1.1924
327,2024-09-10,000852.SH,4481.4875,4507.1544,4400.7764,4487.5755,132351585.0,114554770063.0,1.3931
326,2024-09-11,000852.SH,4469.0149,4500.683,4453.1996,4486.0066,113953972.0,101974619541.0,1.1995
325,2024-09-12,000852.SH,4490.5235,4542.2845,4468.7439,4468.7439,118731187.0,106135757550.0,1.2498
324,2024-09-13,000852.SH,4471.9836,4478.2182,4413.1872,4413.1872,116827287.0,102975444046.0,1.2297
323,2024-09-18,000852.SH,4413.9028,4425.7918,4342.2087,4399.1332,113552078.0,94168113828.0,1.198
322,2024-09-19,000852.SH,4418.7844,4527.6125,4385.4861,4482.2746,145747160.0,122312275719.0,1.5377
321,2024-09-20,000852.SH,4484.1751,4487.0758,4428.1654,4463.3561,127480177.0,110050423362.0,1.3444
320,2024-09-23,000852.SH,4462.7166,4513.9695,4445.9898,4469.1326,124945066.0,113678187175.0,1.317
319,2024-09-24,000852.SH,4489.4922,4642.5577,4466.3364,4642.5577,215782531.0,186154173396.0,2.2742
318,2024-09-25,000852.SH,4688.3888,4799.857,4681.8534,4686.2584,264240731.0,228396448070.0,2.7844
317,2024-09-26,000852.SH,4675.9444,4874.1321,4672.8658,4874.1321,253977829.0,222158651467.0,2.6764
316,2024-09-27,000852.SH,4950.9375,5164.5422,4944.8397,5136.4408,290681694.0,277755801270.0,3.0623
315,2024-09-30,000852.SH,5375.5712,5732.5678,5307.5486,5708.8258,471432852.0,484582504081.0,4.96
314,2024-10-08,000852.SH,6437.113,6437.113,5861.3216,6201.9854,550590792.0,637520550865.0,5.7914
313,2024-10-09,000852.SH,6052.6705,6105.0293,5706.0452,5727.38,458094212.0,561178624982.0,4.818
312,2024-10-10,000852.SH,5777.8982,5881.3291,5593.9827,5654.5298,349628012.0,422832925091.0,3.6772
311,2024-10-11,000852.SH,5610.9476,5616.8064,5349.3206,5416.7576,279992646.0,325513950177.0,2.9448
310,2024-10-14,000852.SH,5451.619,5620.4185,5346.4244,5615.7563,281144405.0,332914366924.0,2.9569
309,2024-10-15,000852.SH,5585.6884,5704.5604,5505.8095,5507.1758,297517095.0,380974458308.0,3.1291
308,2024-10-16,000852.SH,5425.4315,5598.8351,5424.3934,5524.2546,248520319.0,306601622534.0,2.6135
307,2024-10-17,000852.SH,5563.4645,5624.7937,5504.4852,5505.6149,276397486.0,351913540302.0,2.9053
306,2024-10-18,000852.SH,5495.196,5880.8958,5484.2353,5749.4341,359719039.0,468006517576.0,3.7787
305,2024-10-21,000852.SH,5797.0029,5954.4356,5767.7901,5860.5711,355061095.0,496180057607.0,3.7281
304,2024-10-22,000852.SH,5866.7857,5940.3672,5814.2974,5888.8148,347298628.0,466594853551.0,3.6463
303,2024-10-23,000852.SH,5871.3184,5991.5887,5856.3675,5903.5783,333753772.0,435103067665.0,3.5038
302,2024-10-24,000852.SH,5871.2864,5887.4495,5817.9319,5861.6319,264149476.0,352283289321.0,2.773
301,2024-10-25,000852.SH,5876.4368,6014.11,5876.2135,5974.9086,306820665.0,394949027911.0,3.221
300,2024-10-28,000852.SH,5988.7231,6082.0877,5965.0012,6082.0877,326722938.0,408798512149.0,3.4286
299,2024-10-29,000852.SH,6106.1943,6113.6381,5982.5264,5983.8364,369325299.0,475114148306.0,3.8754
298,2024-10-30,000852.SH,5960.7916,6043.5869,5945.6752,6019.3472,324380186.0,416947148542.0,3.4037
297,2024-10-31,000852.SH,6041.0129,6161.5551,6004.7132,6116.6632,386119485.0,507595177939.0,4.0514
296,2024-11-01,000852.SH,6100.7899,6125.4077,5912.5322,5930.2319,409338276.0,511368123627.0,4.2949
295,2024-11-04,000852.SH,5912.3135,6053.1116,5912.3135,6053.1116,295637147.0,378246863910.0,3.1009
294,2024-11-05,000852.SH,6057.2076,6279.9151,6051.457,6266.5423,390142531.0,511248826464.0,4.0922
293,2024-11-06,000852.SH,6287.2933,6368.8685,6247.1524,6293.1933,424250101.0,551410098216.0,4.4498
292,2024-11-07,000852.SH,6238.6172,6403.9175,6229.4904,6403.9175,408571652.0,498495772936.0,4.2852
291,2024-11-08,000852.SH,6470.0738,6526.6496,6400.0935,6423.1217,451796308.0,570702092922.0,4.7386
290,2024-11-11,000852.SH,6416.1676,6580.5679,6412.5756,6579.0054,402436255.0,551137709953.0,4.2207
289,2024-11-12,000852.SH,6593.822,6616.1571,6429.35,6491.9723,400715244.0,547396142340.0,4.2023
288,2024-11-13,000852.SH,6453.864,6512.5971,6357.5563,6474.3941,317485928.0,420386937349.0,3.3282
287,2024-11-14,000852.SH,6462.0103,6472.9535,6263.3137,6272.1911,294794718.0,387867737326.0,3.0903
286,2024-11-15,000852.SH,6246.3358,6331.8722,6124.6613,6125.5126,295191634.0,383424106209.0,3.0937
285,2024-11-18,000852.SH,6154.5074,6180.8797,5937.0854,5974.5576,322672608.0,374007994761.0,3.3797
284,2024-11-19,000852.SH,5977.8438,6130.4961,5945.4558,6130.2848,273167526.0,327924260763.0,2.8612
283,2024-11-20,000852.SH,6116.9604,6262.0825,6105.2219,6250.8029,299975821.0,367521344350.0,3.1419
282,2024-11-21,000852.SH,6241.0086,6292.8595,6199.7056,6262.1644,299655111.0,380712417744.0,3.1385
281,2024-11-22,000852.SH,6240.0855,6280.6033,6030.3749,6030.4882,342129117.0,415874882244.0,3.5829
280,2024-11-25,000852.SH,6047.9384,6076.1906,5937.9052,6052.1287,277646776.0,336016461451.0,2.9059
279,2024-11-26,000852.SH,6036.6375,6093.3708,5979.3916,5981.5699,244404112.0,293810759319.0,2.5578
278,2024-11-27,000852.SH,5942.5332,6119.011,5856.9973,6118.6636,290946267.0,337553542213.0,3.0446
277,2024-11-28,000852.SH,6121.6778,6170.1336,6077.6009,6086.0852,301235560.0,352731886173.0,3.1521
276,2024-11-29,000852.SH,6066.7135,6246.1979,6039.8317,6189.1276,324762691.0,387695670290.0,3.3971
275,2024-12-02,000852.SH,6188.8016,6325.8604,6188.8016,6313.6077,354028066.0,408649278002.0,3.7028
274,2024-12-03,000852.SH,6318.966,6342.3568,6239.4398,6303.2758,326652363.0,377825590965.0,3.4165
273,2024-12-04,000852.SH,6301.0479,6303.5046,6175.8385,6204.9448,299202098.0,351416845598.0,3.1294
272,2024-12-05,000852.SH,6186.1227,6302.3554,6186.1227,6285.6007,288535617.0,340682850435.0,3.0178
271,2024-12-06,000852.SH,6291.3019,6384.6567,6229.2124,6349.6211,349030963.0,392887681462.0,3.6505
270,2024-12-09,000852.SH,6346.5948,6371.098,6257.5422,6303.2721,293773287.0,336347274096.0,3.0723
269,2024-12-10,000852.SH,6493.5374,6497.8893,6352.762,6362.0203,374209206.0,453736859985.0,3.9128
268,2024-12-11,000852.SH,6343.7811,6454.9713,6343.7811,6447.3744,331351956.0,392600350436.0,3.4646
267,2024-12-12,000852.SH,6454.942,6493.71,6390.5886,6490.1455,342326053.0,407629783933.0,3.5794
266,2024-12-13,000852.SH,6447.2029,6460.9385,6351.3009,6354.9883,361985513.0,430631043519.0,3.7848
265,2024-12-16,000852.SH,6355.6283,6367.8085,6248.1579,6277.5162,310215173.0,379382275677.0,3.2179
264,2024-12-17,000852.SH,6262.4928,6269.1401,6133.1291,6143.9436,274793959.0,325036282699.0,2.8502
263,2024-12-18,000852.SH,6156.6921,6242.5165,6121.0537,6195.8677,248024122.0,310421477632.0,2.5726
262,2024-12-19,000852.SH,6127.2202,6223.8046,6108.3942,6207.1862,251487924.0,320880949172.0,2.6086
261,2024-12-20,000852.SH,6195.6436,6320.9626,6191.0814,6271.7532,243659085.0,344655611870.0,2.5276
260,2024-12-23,000852.SH,6271.7634,6276.9712,6086.912,6096.3813,258474975.0,333062018485.0,2.6783
259,2024-12-24,000852.SH,6110.7669,6165.2022,6066.226,6164.3605,216010918.0,281310588166.0,2.2358
258,2024-12-25,000852.SH,6158.6491,6159.5964,6037.7355,6094.6866,219027032.0,274581369547.0,2.2662
257,2024-12-26,000852.SH,6083.8873,6185.8068,6083.8873,6160.4518,206916739.0,280812700395.0,2.139
256,2024-12-27,000852.SH,6164.67,6250.2013,6135.4787,6171.5653,237841554.0,313072970915.0,2.4586
255,2024-12-30,000852.SH,6164.908,6192.5845,6097.1031,6145.928,207712448.0,273573030015.0,2.1469
254,2024-12-31,000852.SH,6151.0339,6160.7327,5957.7172,5957.7172,237990032.0,296970407969.0,2.4586
253,2025-01-02,000852.SH,5948.6802,5982.5535,5743.1785,5797.089,244125606.0,293717954950.0,2.5219
252,2025-01-03,000852.SH,5808.5424,5826.0833,5609.7663,5625.209,237093211.0,272348061517.0,2.4493
251,2025-01-06,000852.SH,5614.0281,5688.9223,5561.898,5608.0344,203047676.0,234876628473.0,2.0976
250,2025-01-07,000852.SH,5610.9462,5694.0046,5580.8851,5692.041,193912450.0,234287089801.0,2.0032
