time,direction,signal,close_im1000,close_ic500,next_close_im1000,next_close_ic500,ret_next_im1000,ret_next_ic500,trade_ret
2025-01-03,short_IM1000_long_IC500,-1,5553.4,5428.8,5527.2,5418.0,-0.00471783051824104,-0.0019893899204244114,0.002728440597816628
2025-01-06,long_IM1000_short_IC500,1,5527.2,5418.0,5599.0,5468.8,0.012990302503980367,0.009376153562200118,0.0036141489417802486
2025-01-07,short_IM1000_long_IC500,-1,5599.0,5468.8,5565.4,5448.2,-0.006001071619932241,-0.003766822703335393,0.002234248916596848
2025-01-08,long_IM1000_short_IC500,1,5565.4,5448.2,5561.2,5437.2,-0.0007546627376289194,-0.0020190154546455563,0.0012643527170166369
2025-01-09,short_IM1000_long_IC500,-1,5561.2,5437.2,5456.0,5365.6,-0.018916780550960244,-0.013168542632237101,0.0057482379187231425
2025-01-10,long_IM1000_short_IC500,1,5456.0,5365.6,5480.8,5385.6,0.00454545454545463,0.0037274489339496064,0.0008180056115050238
2025-01-13,long_IM1000_short_IC500,1,5480.8,5385.6,5747.6,5569.0,0.04867902495985987,0.0340537730243613,0.014625251935498573
2025-01-14,short_IM1000_long_IC500,-1,5747.6,5569.0,5702.4,5526.0,-0.007864151993875801,-0.007721314419105729,0.00014283757477007164
2025-01-15,long_IM1000_short_IC500,1,5702.4,5526.0,5720.4,5545.0,0.0031565656565657463,0.0034382917119073486,-0.00028172605534160233
2025-01-16,short_IM1000_long_IC500,-1,5720.4,5545.0,5778.0,5550.8,0.010069225928256875,0.0010459873760144678,-0.009023238552242407
2025-01-17,short_IM1000_long_IC500,-1,5778.0,5550.8,5816.4,5579.6,0.006645898234683312,0.005188441305757685,-0.0014574569289256267
2025-01-20,short_IM1000_long_IC500,-1,5816.4,5579.6,5845.6,5595.0,0.005020287463035622,0.0027600544841923647,-0.0022602329788432574
2025-01-21,short_IM1000_long_IC500,-1,5845.6,5595.0,5806.6,5572.6,-0.0066716846859176115,-0.004003574620196515,0.0026681100657210965
2025-01-22,short_IM1000_long_IC500,-1,5806.6,5572.6,5776.2,5540.2,-0.005235421761443981,-0.005814162150522328,-0.0005787403890783471
2025-01-23,long_IM1000_short_IC500,1,5776.2,5540.2,5920.0,5638.6,0.024895259859423202,0.017761091657340966,0.007134168202082236
2025-01-24,short_IM1000_long_IC500,-1,5920.0,5638.6,5790.6,5532.8,-0.021858108108108065,-0.018763522860284487,0.003094585247823578
2025-01-27,long_IM1000_short_IC500,1,5790.6,5532.8,5832.2,5567.8,0.007184056919835591,0.0063259109311741835,0.0008581459886614073
2025-02-05,long_IM1000_short_IC500,1,5832.2,5567.8,5988.6,5712.8,0.026816638661225634,0.026042602104960677,0.0007740365562649565
2025-02-06,short_IM1000_long_IC500,-1,5988.6,5712.8,6095.4,5807.6,0.017833884380322518,0.016594314521775733,-0.0012395698585467851
2025-02-07,short_IM1000_long_IC500,-1,6095.4,5807.6,6143.6,5844.0,0.007907602454309881,0.006267649287140964,-0.0016399531671689171
2025-02-10,long_IM1000_short_IC500,1,6143.6,5844.0,6133.2,5822.8,-0.0016928185428739528,-0.0036276522929500343,0.0019348337500760815
2025-02-11,long_IM1000_short_IC500,1,6133.2,5822.8,6223.0,5902.6,0.014641622643970509,0.013704746857182037,0.0009368757867884714
2025-02-12,short_IM1000_long_IC500,-1,6223.0,5902.6,6175.0,5873.0,-0.0077133215490921,-0.005014739267441559,0.002698582281650541
2025-02-13,long_IM1000_short_IC500,1,6175.0,5873.0,6205.2,5925.0,0.0048906882591093215,0.008854077983994513,-0.003963389724885191
2025-02-14,long_IM1000_short_IC500,1,6205.2,5925.0,6219.2,5909.4,0.0022561722426353015,-0.0026329113924051795,0.004889083635040481
2025-02-17,short_IM1000_long_IC500,-1,6219.2,5909.4,6110.2,5822.6,-0.017526369951119114,-0.014688462449656381,0.002837907501462733
2025-02-18,long_IM1000_short_IC500,1,6110.2,5822.6,6240.0,5913.4,0.02124316716310437,0.01559440799642764,0.005648759166676731
2025-02-19,long_IM1000_short_IC500,1,6240.0,5913.4,6254.4,5918.0,0.002307692307692344,0.0007778942740217509,0.001529798033670593
2025-02-20,long_IM1000_short_IC500,1,6254.4,5918.0,6399.0,6028.8,0.023119723714505103,0.01872254139912144,0.004397182315383663
2025-02-21,short_IM1000_long_IC500,-1,6399.0,6028.8,6366.6,5994.4,-0.005063291139240422,-0.005705944798301554,-0.000642653659061132
2025-02-24,long_IM1000_short_IC500,1,6366.6,5994.4,6355.4,5950.4,-0.001759180724405618,-0.007340184171893749,0.005581003447488131
2025-02-25,long_IM1000_short_IC500,1,6355.4,5950.4,6420.8,5997.0,0.010290461654655969,0.007831406292013954,0.0024590553626420153
2025-02-26,long_IM1000_short_IC500,1,6420.8,5997.0,6415.0,5982.4,-0.0009033142287565576,-0.002434550608637731,0.0015312363798811734
2025-02-27,long_IM1000_short_IC500,1,6415.0,5982.4,6230.4,5838.4,-0.028776305533904978,-0.024070607114201614,-0.0047056984197033636
2025-02-28,long_IM1000_short_IC500,1,6230.4,5838.4,6215.4,5847.2,-0.0024075500770416314,0.0015072622636338462,-0.0039148123406754776
2025-03-03,long_IM1000_short_IC500,1,6215.4,5847.2,6279.2,5896.4,0.01026482607716317,0.008414283759748287,0.0018505423174148827
2025-03-04,long_IM1000_short_IC500,1,6279.2,5896.4,6313.0,5905.8,0.005382851318639359,0.0015941930669562954,0.0037886582516830636
