time,direction,signal,close_im1000,close_ic500,next_close_im1000,next_close_ic500,ret_next_im1000,ret_next_ic500,trade_ret
2024-01-03,long_IM1000_short_IC500,1,5809.4,5388.6,5765.2,5347.8,-0.007608358866664333,-0.007571539917603842,-3.681894906049088e-05
2024-01-04,long_IM1000_short_IC500,1,5765.2,5347.8,5664.8,5282.2,-0.01741483383056952,-0.012266726504357006,-0.005148107326212514
2024-01-05,long_IM1000_short_IC500,1,5664.8,5282.2,5480.2,5130.6,-0.032587205197006086,-0.028700162810949892,-0.0038870423860561942
2024-01-08,long_IM1000_short_IC500,1,5480.2,5130.6,5513.4,5155.0,0.006058173059377392,0.004755779051182962,0.0013023940081944296
2024-01-09,short_IM1000_long_IC500,-1,5513.4,5155.0,5484.6,5138.8,-0.005223636957231381,-0.0031425800193985998,0.0020810569378327815
2024-01-10,long_IM1000_short_IC500,1,5484.6,5138.8,5595.2,5209.6,0.0201655544615833,0.013777535611426917,0.006388018850156385
2024-01-11,short_IM1000_long_IC500,-1,5595.2,5209.6,5551.0,5188.6,-0.007899628252788116,-0.004031019656019708,0.003868608596768408
2024-01-12,long_IM1000_short_IC500,1,5551.0,5188.6,5530.2,5178.2,-0.0037470725995316645,-0.0020043942489305078,-0.0017426783506011567
2024-01-15,short_IM1000_long_IC500,-1,5530.2,5178.2,5513.0,5173.4,-0.003110194929658916,-0.0009269630373489601,0.002183231892309956
2024-01-16,short_IM1000_long_IC500,-1,5513.0,5173.4,5346.4,5017.8,-0.030219481226192668,-0.03007693199829886,0.00014254922789380675
2024-01-17,short_IM1000_long_IC500,-1,5346.4,5017.8,5344.6,5045.0,-0.00033667514589241776,0.00542070229981273,0.005757377445705147
2024-01-18,short_IM1000_long_IC500,-1,5344.6,5045.0,5217.4,4950.8,-0.023799723084983126,-0.018671952428146676,0.00512777065683645
2024-01-19,short_IM1000_long_IC500,-1,5217.4,4950.8,4830.4,4645.6,-0.07417487637520603,-0.06164660256928167,0.012528273805924361
2024-01-22,short_IM1000_long_IC500,-1,4830.4,4645.6,4998.0,4800.4,0.034696919509771496,0.03332185293611145,-0.0013750665736600443
2024-01-23,short_IM1000_long_IC500,-1,4998.0,4800.4,5090.8,4890.2,0.01856742697078828,0.018706774435463647,0.00013934746467536563
2024-01-24,long_IM1000_short_IC500,1,5090.8,4890.2,5306.6,5060.0,0.042390194075587306,0.034722506236963824,0.007667687838623483
2024-01-25,short_IM1000_long_IC500,-1,5306.6,5060.0,5216.8,4992.6,-0.016922323144763163,-0.013320158102766766,0.003602165041996397
2024-01-26,long_IM1000_short_IC500,1,5216.8,4992.6,5063.0,4893.2,-0.0294816745897869,-0.019909466009694454,-0.009572208580092445
2024-01-29,long_IM1000_short_IC500,1,5063.0,4893.2,4907.2,4767.8,-0.030772269405490826,-0.025627401291588248,-0.005144868113902579
2024-01-30,long_IM1000_short_IC500,1,4907.2,4767.8,4727.2,4657.4,-0.036680795565699365,-0.023155333696883384,-0.01352546186881598
2024-01-31,short_IM1000_long_IC500,-1,4727.2,4657.4,4699.2,4648.8,-0.005923168048739158,-0.001846523811568579,0.004076644237170579
2024-02-01,short_IM1000_long_IC500,-1,4699.2,4648.8,4507.2,4512.8,-0.04085801838610825,-0.029254861469626525,0.011603156916481727
2024-02-02,short_IM1000_long_IC500,-1,4507.2,4512.8,4176.6,4380.0,-0.07334930777422777,-0.029427406488211294,0.043921901286016474
2024-02-05,short_IM1000_long_IC500,-1,4176.6,4380.0,4609.0,4822.6,0.10352918641957554,0.10105022831050237,-0.0024789581090731705
2024-02-06,long_IM1000_short_IC500,1,4609.0,4822.6,4793.0,5128.6,0.03992189195053153,0.0634512503628748,-0.02352935841234327
2024-02-07,long_IM1000_short_IC500,1,4793.0,5128.6,4980.4,5110.6,0.03909868558314211,-0.0035097297508092096,0.04260841533395132
2024-02-08,long_IM1000_short_IC500,1,4980.4,5110.6,4954.6,5083.4,-0.005180306802666346,-0.005322271357570685,0.00014196455490433912
2024-02-19,short_IM1000_long_IC500,-1,4954.6,5083.4,4989.0,5097.4,0.006943042828886137,0.002754062241806743,-0.004188980587079394
2024-02-20,long_IM1000_short_IC500,1,4989.0,5097.4,5001.4,5107.2,0.0024854680296650944,0.001922548750343367,0.0005629192793217275
2024-02-21,long_IM1000_short_IC500,1,5001.4,5107.2,5122.4,5159.2,0.024193225896748993,0.01018170426065157,0.014011521636097424
2024-02-22,short_IM1000_long_IC500,-1,5122.4,5159.2,5217.0,5186.0,0.018467905669217632,0.005194603814544951,-0.013273301854672681
2024-02-23,long_IM1000_short_IC500,1,5217.0,5186.0,5215.0,5168.2,-0.0003833620854897246,-0.0034323177786348413,0.0030489556931451167
2024-02-26,long_IM1000_short_IC500,1,5215.0,5168.2,5386.0,5307.8,0.03279002876318304,0.027011338570488874,0.005778690192694169
2024-02-27,short_IM1000_long_IC500,-1,5386.0,5307.8,5117.6,5175.2,-0.04983290011139985,-0.024982101812427104,0.024850798298972743
2024-02-28,long_IM1000_short_IC500,1,5117.6,5175.2,5333.8,5346.4,0.04224636548382055,0.03308084711701964,0.009165518366800907
2024-02-29,short_IM1000_long_IC500,-1,5333.8,5346.4,5392.0,5382.6,0.010911545239791431,0.006770911267395041,-0.00414063397239639
2024-03-01,short_IM1000_long_IC500,-1,5392.0,5382.6,5383.4,5377.0,-0.0015949554896143026,-0.0010403894028908622,0.0005545660867234403
2024-03-04,short_IM1000_long_IC500,-1,5383.4,5377.0,5311.4,5334.8,-0.01337444737526472,-0.007848242514413184,0.005526204860851536
2024-03-05,short_IM1000_long_IC500,-1,5311.4,5334.8,5345.0,5342.8,0.006326015739729796,0.0014995876134062947,-0.004826428126323501
