number,time,thscode,open,high,low,close,amount,volume
492,2024-02-07,IMZL.CFE,4586.0000000000,4841.2000000000,4566.6000000000,4793.0000000000,16420413.4759999998,173017.0000000000
491,2024-02-08,IMZL.CFE,4846.2000000000,5078.0000000000,4846.2000000000,4980.4000000000,17323221.6479999982,173190.0000000000
490,2024-02-19,IMZL.CFE,5070.0000000000,5122.6000000000,4856.2000000000,4954.6000000000,13139244.0079999994,132602.0000000000
489,2024-02-20,IMZL.CFE,4922.2000000000,5030.2000000000,4872.4000000000,4989.0000000000,11488761.9360000007,116169.0000000000
488,2024-02-21,IMZL.CFE,4950.8000000000,5215.0000000000,4940.4000000000,5001.4000000000,15528238.1480000000,152686.0000000000
487,2024-02-22,IMZL.CFE,5031.0000000000,5137.6000000000,5016.2000000000,5122.4000000000,13049249.8000000007,128355.0000000000
486,2024-02-23,IMZL.CFE,5150.0000000000,5218.0000000000,5066.6000000000,5217.0000000000,12897210.1359999999,125499.0000000000
485,2024-02-26,IMZL.CFE,5217.0000000000,5305.2000000000,5163.2000000000,5215.0000000000,13326280.2479999997,127431.0000000000
484,2024-02-27,IMZL.CFE,5188.0000000000,5391.8000000000,5181.2000000000,5386.0000000000,13821577.9800000004,130656.0000000000
483,2024-02-28,IMZL.CFE,5400.0000000000,5464.0000000000,5100.0000000000,5117.6000000000,20211834.7280000001,190365.0000000000
482,2024-02-29,IMZL.CFE,5108.0000000000,5341.2000000000,5107.6000000000,5333.8000000000,17442127.7080000006,166035.0000000000
481,2024-03-01,IMZL.CFE,5335.0000000000,5401.8000000000,5287.6000000000,5392.0000000000,13380419.8520000000,125193.0000000000
480,2024-03-04,IMZL.CFE,5400.0000000000,5418.6000000000,5289.0000000000,5383.4000000000,12358602.0240000002,115382.0000000000
479,2024-03-05,IMZL.CFE,5348.0000000000,5367.8000000000,5281.2000000000,5311.4000000000,11694818.9800000004,109655.0000000000
478,2024-03-06,IMZL.CFE,5300.2000000000,5418.0000000000,5280.6000000000,5345.0000000000,12372831.0519999992,115716.0000000000
477,2024-03-07,IMZL.CFE,5358.2000000000,5418.0000000000,5268.0000000000,5277.0000000000,12249918.6960000005,114576.0000000000
476,2024-03-08,IMZL.CFE,5300.2000000000,5381.0000000000,5255.8000000000,5348.0000000000,10993405.6720000003,103462.0000000000
475,2024-03-11,IMZL.CFE,5330.0000000000,5463.4000000000,5319.8000000000,5463.0000000000,10096835.9199999999,93763.0000000000
474,2024-03-12,IMZL.CFE,5479.4000000000,5526.0000000000,5428.0000000000,5488.2000000000,11324339.9000000004,103387.0000000000
473,2024-03-13,IMZL.CFE,5494.8000000000,5568.0000000000,5465.0000000000,5517.4000000000,8853571.9639999997,80318.0000000000
472,2024-03-14,IMZL.CFE,5510.0000000000,5545.0000000000,5431.0000000000,5487.0000000000,7132704.7120000003,64905.0000000000
471,2024-03-15,IMZL.CFE,5419.8000000000,5534.0000000000,5397.4000000000,5532.2000000000,9421327.6679999996,86438.0000000000
470,2024-03-18,IMZL.CFE,5560.0000000000,5642.8000000000,5507.2000000000,5639.6000000000,9021762.7400000002,81015.0000000000
469,2024-03-19,IMZL.CFE,5620.0000000000,5638.6000000000,5569.2000000000,5581.6000000000,8501694.2280000001,75764.0000000000
468,2024-03-20,IMZL.CFE,5581.0000000000,5650.8000000000,5568.0000000000,5629.0000000000,9139079.7679999992,81466.0000000000
467,2024-03-21,IMZL.CFE,5652.8000000000,5675.4000000000,5595.4000000000,5627.0000000000,8532411.1160000004,75688.0000000000
466,2024-03-22,IMZL.CFE,5611.0000000000,5630.2000000000,5515.0000000000,5558.8000000000,10596944.1840000004,95152.0000000000
465,2024-03-25,IMZL.CFE,5553.4000000000,5575.0000000000,5420.2000000000,5435.4000000000,9758197.4440000001,88462.0000000000
464,2024-03-26,IMZL.CFE,5441.0000000000,5468.8000000000,5365.6000000000,5401.0000000000,10651319.0199999996,98250.0000000000
463,2024-03-27,IMZL.CFE,5390.0000000000,5399.6000000000,5215.6000000000,5216.8000000000,10776798.1280000005,101351.0000000000
462,2024-03-28,IMZL.CFE,5236.2000000000,5411.8000000000,5230.6000000000,5349.6000000000,12857247.8479999993,120426.0000000000
461,2024-03-29,IMZL.CFE,5353.0000000000,5419.0000000000,5301.2000000000,5412.0000000000,9902384.6840000004,92418.0000000000
460,2024-04-01,IMZL.CFE,5443.0000000000,5557.2000000000,5440.0000000000,5541.6000000000,8513132.2799999993,77326.0000000000
459,2024-04-02,IMZL.CFE,5531.0000000000,5543.2000000000,5462.4000000000,5506.6000000000,9250563.0879999995,84121.0000000000
458,2024-04-03,IMZL.CFE,5495.0000000000,5504.2000000000,5421.0000000000,5475.0000000000,8512547.0000000000,77975.0000000000
457,2024-04-08,IMZL.CFE,5460.0000000000,5460.0000000000,5341.6000000000,5348.4000000000,7957835.3080000002,73630.0000000000
456,2024-04-09,IMZL.CFE,5355.0000000000,5438.8000000000,5347.0000000000,5431.6000000000,8081120.6359999999,74898.0000000000
455,2024-04-10,IMZL.CFE,5418.0000000000,5425.0000000000,5285.4000000000,5330.0000000000,9503670.0079999994,88954.0000000000
454,2024-04-11,IMZL.CFE,5300.4000000000,5427.0000000000,5291.2000000000,5353.8000000000,9776232.2640000004,91001.0000000000
453,2024-04-12,IMZL.CFE,5364.4000000000,5395.0000000000,5295.2000000000,5309.0000000000,8124828.8240000000,75999.0000000000
452,2024-04-15,IMZL.CFE,5293.2000000000,5343.2000000000,5174.8000000000,5262.8000000000,11180692.4800000004,106204.0000000000
451,2024-04-16,IMZL.CFE,5240.2000000000,5264.8000000000,5038.2000000000,5055.0000000000,11245696.6480000000,109380.0000000000
450,2024-04-17,IMZL.CFE,5136.4000000000,5294.0000000000,5120.0000000000,5289.2000000000,9365385.9839999992,89804.0000000000
449,2024-04-18,IMZL.CFE,5267.0000000000,5355.2000000000,5221.2000000000,5290.2000000000,6442514.7759999996,60839.0000000000
448,2024-04-19,IMZL.CFE,5136.0000000000,5192.4000000000,5078.2000000000,5118.8000000000,6358264.2640000004,62048.0000000000
447,2024-04-22,IMZL.CFE,5103.8000000000,5182.0000000000,5046.4000000000,5118.4000000000,6049546.9879999999,59063.0000000000
446,2024-04-23,IMZL.CFE,5127.0000000000,5157.8000000000,5065.0000000000,5082.8000000000,5557192.9800000004,54460.0000000000
445,2024-04-24,IMZL.CFE,5116.8000000000,5208.8000000000,5077.6000000000,5205.8000000000,6311476.3760000002,61305.0000000000
444,2024-04-25,IMZL.CFE,5186.0000000000,5270.8000000000,5176.0000000000,5214.2000000000,6273833.6320000002,60085.0000000000
443,2024-04-26,IMZL.CFE,5218.0000000000,5360.0000000000,5218.0000000000,5351.2000000000,7596234.6200000001,71576.0000000000
442,2024-04-29,IMZL.CFE,5372.0000000000,5528.6000000000,5371.4000000000,5510.2000000000,7993765.1600000001,73142.0000000000
441,2024-04-30,IMZL.CFE,5510.2000000000,5525.0000000000,5432.4000000000,5448.8000000000,6533863.6519999998,59732.0000000000
440,2024-05-06,IMZL.CFE,5560.0000000000,5597.2000000000,5531.8000000000,5548.6000000000,6394320.8119999999,57463.0000000000
439,2024-05-07,IMZL.CFE,5545.0000000000,5585.8000000000,5533.0000000000,5557.2000000000,5027539.4759999998,45224.0000000000
438,2024-05-08,IMZL.CFE,5538.0000000000,5538.0000000000,5451.0000000000,5461.2000000000,5575724.4720000001,50753.0000000000
437,2024-05-09,IMZL.CFE,5478.8000000000,5587.0000000000,5471.8000000000,5562.8000000000,6257246.7240000004,56400.0000000000
436,2024-05-10,IMZL.CFE,5580.0000000000,5596.0000000000,5466.0000000000,5503.6000000000,7379910.4000000004,67029.0000000000
435,2024-05-13,IMZL.CFE,5451.0000000000,5492.2000000000,5389.6000000000,5443.8000000000,7184474.6239999998,66036.0000000000
434,2024-05-14,IMZL.CFE,5477.0000000000,5528.0000000000,5444.0000000000,5470.0000000000,6561680.7280000001,59866.0000000000
433,2024-05-15,IMZL.CFE,5460.0000000000,5486.0000000000,5408.2000000000,5424.0000000000,6775716.9560000002,62134.0000000000
432,2024-05-16,IMZL.CFE,5470.2000000000,5485.4000000000,5401.4000000000,5415.0000000000,8670229.0120000001,79478.0000000000
431,2024-05-17,IMZL.CFE,5427.8000000000,5536.0000000000,5408.0000000000,5530.2000000000,10356680.8239999991,94821.0000000000
430,2024-05-20,IMZL.CFE,5533.2000000000,5587.4000000000,5506.8000000000,5539.2000000000,8526917.6600000001,76844.0000000000
429,2024-05-21,IMZL.CFE,5520.0000000000,5534.6000000000,5445.0000000000,5476.8000000000,7689921.1919999998,70134.0000000000
428,2024-05-22,IMZL.CFE,5485.0000000000,5504.2000000000,5442.0000000000,5479.6000000000,7123587.9560000002,65033.0000000000
427,2024-05-23,IMZL.CFE,5457.0000000000,5458.0000000000,5325.2000000000,5359.0000000000,9266347.0079999994,86122.0000000000
426,2024-05-24,IMZL.CFE,5350.0000000000,5386.4000000000,5289.0000000000,5291.2000000000,8285695.2160000000,77622.0000000000
425,2024-05-27,IMZL.CFE,5320.0000000000,5344.8000000000,5231.8000000000,5335.8000000000,9140713.6119999997,86544.0000000000
424,2024-05-28,IMZL.CFE,5320.0000000000,5348.0000000000,5264.6000000000,5279.0000000000,8158920.7199999997,76924.0000000000
423,2024-05-29,IMZL.CFE,5286.2000000000,5341.8000000000,5252.0000000000,5284.0000000000,8852218.8159999996,83508.0000000000
422,2024-05-30,IMZL.CFE,5268.0000000000,5323.8000000000,5240.2000000000,5291.4000000000,9254830.7080000006,87534.0000000000
421,2024-05-31,IMZL.CFE,5313.0000000000,5353.2000000000,5308.0000000000,5314.0000000000,7750409.3760000002,72770.0000000000
420,2024-06-03,IMZL.CFE,5310.0000000000,5314.4000000000,5181.2000000000,5222.4000000000,9900539.4839999992,94312.0000000000
